image,"['v2', 'v3', 'v4', 'v5', 'v6', 'v7', 'v8', 'v9', 'v10', 'v11', 'v12', 'v13', 'v14', 'v15', 'v16', 'v17', 'v18', 'v19', 'v20', 'v21', 'v22', 'v23', 'v24', 'v25', 'v26', 'v27', 'v28', 'v29', 'v30', 'v31', 'v32', 'v33', 'v34', 'v35', 'v36', 'v37', 'v38', 'v39', 'v40', 'v41', 'v42', 'v43', 'v44', 'v45', 'v46', 'v47', 'v48', 'v49', 'v50', 'v51', 'v52', 'v53', 'v54']"
in000936.jpg,"['0.00476267095058515', '0.00745877037489763', '0.0099526597368614', '0.00705906455637047', '0.00639533420736233', '0.00627205234359819', '0.00267024014799389', '0.00803803404344999', '0.00734999337361302', '0.00281676958144691', '0.00469228810763506', '0.00155369411285271', '0.00651507593680473', '0.002980904025436', '0.00238975241938534', '0.00239795934475109', '0.00131097796827303', '0.0034920167112936', '0.00489703446123367', '0.00437877955277514', '0.00253240702670495', '0.00755094928288357', '0.00356835023363656', '0.00967658033861461', '0.00598076638988707', '0.00754453066710433', '0.00600971114701662', '0.00366698640535742', '0.00793846866358993', '0.00640657253456398', '0.00363300651301934', '0.00226653202973997', '0.00476154376632591', '0.00204752449317614', '0.00371135728403932', '0.00986865382648849', '0.00531924824487804', '0.00607598251240694', '0.00966861925504542', '0.00797598942202128', '0.00893650492754483', '0.00642947653182251', '0.0077462016007538', '0.00695478749684531', '0.00761721450906526', '0.00374642278344571', '0.00846851663017688', '0.00833467951223371', '0.00683269268200717', '0.00640404324167096', '0.00883590152514888', '0.00601023280480001', '0.00606022892389703']"
in000937.jpg,"['0.00478894378985665', '0.00743785667573617', '0.00996854445637802', '0.00706682152628621', '0.00636392357287879', '0.00670264331468038', '0.00259643659452808', '0.00843621707364133', '0.00709918890879461', '0.00284875432177367', '0.00439028637112618', '0.00179447282576235', '0.00656924265184036', '0.00316126296120309', '0.00222833155188567', '0.00247262818196869', '0.00115741197609554', '0.00357407206184945', '0.0049705789925566', '0.00454598078059017', '0.00239097601798023', '0.00753545649799219', '0.00353138749441097', '0.00996325272511961', '0.00593655906847438', '0.00741625226933859', '0.00589786852841442', '0.00376912505857092', '0.00752069123368312', '0.00654088010426524', '0.00357164894075957', '0.00230300484032578', '0.00475565158108831', '0.00197104547631602', '0.00369716021322644', '0.0100307307930866', '0.00514330297429093', '0.00604084591523247', '0.00970435662668888', '0.00805102762074899', '0.00892217852545543', '0.00640453434739618', '0.00769766886041232', '0.00684182878643165', '0.00773803549817608', '0.00385628317486631', '0.00844585379532329', '0.0081278281064009', '0.00692829166973065', '0.00628653226583746', '0.00892140490579228', '0.0060353512380845', '0.00626966048458246']"
in000938.jpg,"['0.00472291720200058', '0.00782193319233581', '0.00965869005077736', '0.00704423914619232', '0.00643398367227085', '0.00621332279857701', '0.00265336783751', '0.00798616365998314', '0.0074397471678996', '0.00284990157131615', '0.0048040963980374', '0.00174424394909947', '0.00655515091427399', '0.00329942070686439', '0.00208142934424069', '0.00246130049720006', '0.00117961385849229', '0.00356727691631349', '0.0049536042824348', '0.0044252477415924', '0.00249446989807807', '0.00745323881967663', '0.00345797421655285', '0.00949253517218973', '0.00598257275033218', '0.00769906956913101', '0.00564803823691022', '0.00361497856340764', '0.00793173382045807', '0.00645836129806165', '0.00355607419885067', '0.0023336342639873', '0.0047095725398674', '0.00198596727901463', '0.00376398739306201', '0.0101128927040425', '0.00529168456863249', '0.00593293730072093', '0.00983146081974135', '0.00803893587688158', '0.00883503316460381', '0.00651478786669392', '0.0076834343056221', '0.00682647569982577', '0.00773501731203027', '0.00384193603777802', '0.0084322111863688', '0.00831404992269426', '0.00688322233700497', '0.00624293939695284', '0.00896057334553669', '0.00602632521279184', '0.00618512987147303']"
in000939.jpg,"['0.00478279827730237', '0.0076785353841054', '0.00974658110595881', '0.00704611625512017', '0.00615560515286435', '0.00663284763772719', '0.00267214423443948', '0.0079352703941105', '0.00748219775110629', '0.00285741567910938', '0.00441589667713735', '0.00173518074571438', '0.00656956433733331', '0.00314720867957261', '0.00220269633139056', '0.00244990512700222', '0.00112151636814299', '0.00360606557925516', '0.00491024918906509', '0.00453523645370304', '0.00241103232998624', '0.00748052448343186', '0.00336342649828425', '0.00972555054763913', '0.0059181960079497', '0.00760847100517346', '0.00580902284127654', '0.00366258874222843', '0.00777879079623903', '0.00650737842010126', '0.00362660521006492', '0.00211975933829563', '0.00486694502981323', '0.00205024746422743', '0.00364154289490688', '0.0102511553095929', '0.00513728209671478', '0.00606723116875664', '0.00977235465172428', '0.00799932064926104', '0.00892679662082234', '0.00631568434203553', '0.00770834076213234', '0.00684559645767324', '0.00761458640336758', '0.00388891337931706', '0.00862567653868708', '0.00821624413993549', '0.00687235183189298', '0.00630496717524039', '0.00893620432563367', '0.00604534972571652', '0.00616629882746606']"
in000940.jpg,"['0.00474503454234482', '0.00781123789485902', '0.0096047040308319', '0.00709736054034439', '0.00634237531653436', '0.00628993601167664', '0.00269943433621392', '0.00795800897456156', '0.007411312677426', '0.00288764117249772', '0.00473493482633435', '0.00175440225966456', '0.00656556406941699', '0.00305066348045097', '0.00229199891695588', '0.00250615677129448', '0.00113956564425126', '0.00348490651291199', '0.0050704488672853', '0.00442917860489543', '0.00237786193186139', '0.00752992539724055', '0.00348958118320629', '0.00976162599102235', '0.006032457875905', '0.00783119860184266', '0.00558403946963881', '0.00383099807196199', '0.00789183846905855', '0.00657635319337947', '0.00366102350504553', '0.00213855047074793', '0.00488117995052609', '0.0020427889621885', '0.00354763706303098', '0.00999259776142601', '0.00527184361462395', '0.00583023259813217', '0.00998644646330903', '0.00798007732629315', '0.00896252318783224', '0.00654786406319746', '0.007769336059112', '0.00678855824968304', '0.00770563756933018', '0.00388280141078814', '0.00834306511930424', '0.00831415941786556', '0.00689669997978037', '0.00633884574408454', '0.00885672350122669', '0.00607589505912454', '0.00615141863602219']"
in000941.jpg,"['0.00482141780239616', '0.00808501308026578', '0.00929839454459116', '0.00710873978962619', '0.00606831454488667', '0.00640994588455259', '0.00267660346640965', '0.00740917400756', '0.00803187793641021', '0.00280305879750473', '0.00466426873794166', '0.00185716667803034', '0.00657424488067319', '0.00316461542743666', '0.00217160530079384', '0.00249051434685802', '0.0010332521852154', '0.00350252876279065', '0.00501839912530166', '0.00447220647792111', '0.00236523027220689', '0.00745685653702853', '0.00345928771106996', '0.00961356256538357', '0.00608452236869916', '0.00757311895927621', '0.00578531372076291', '0.00383377699857191', '0.00783470753021781', '0.00647725747558669', '0.00355417687462456', '0.00213912324200674', '0.00477379914127142', '0.00205596395601875', '0.00357907685697638', '0.0102993452674714', '0.00513290826823317', '0.00604612549292704', '0.00973578562720842', '0.00804203134895589', '0.00882894588055494', '0.0062089038471755', '0.00776760779011341', '0.00693441322513209', '0.00765969519590712', '0.0037401643546811', '0.00869049154308411', '0.00832426412971553', '0.00689666736073275', '0.00630559376872829', '0.00895937287687233', '0.00595711697504253', '0.00622379562890575']"
in000942.jpg,"['0.00477728129715084', '0.00739010448332878', '0.00995673176537896', '0.00710504993706515', '0.00592289313538947', '0.006346373212896', '0.00267104982221224', '0.00810780343360427', '0.00737275199563512', '0.00279453948144787', '0.00477051017626181', '0.00167477479568157', '0.00661373745523081', '0.00317432194298265', '0.00215931667037516', '0.00245960113795047', '0.00119920671756971', '0.00346240724215642', '0.0050860036923179', '0.00442899550275588', '0.0024293524731718', '0.0075314572911976', '0.00357199673392308', '0.00943729550647093', '0.00621026970220077', '0.00749983961167116', '0.00588343979121868', '0.00378118195861775', '0.00809499626896955', '0.00626517744206169', '0.00369752204794914', '0.00216953491084773', '0.00475799697438552', '0.00205435660467953', '0.00377978223925963', '0.0102702166318219', '0.00524204079815709', '0.00571192652979957', '0.0100068471478297', '0.00801820492009564', '0.00863426779751501', '0.00666671188159991', '0.00775433388205637', '0.00696177631522952', '0.00753215240671166', '0.00380100177298941', '0.00825309741702877', '0.00826955818397079', '0.0067826332094999', '0.00645733970760031', '0.00885646722348963', '0.00597169722622251', '0.00626619069151517']"
in000943.jpg,"['0.00476525013446324', '0.00772914208134', '0.00962366532775277', '0.007051604415603', '0.006171037591855', '0.00632099163436762', '0.00274912626348321', '0.00820094736804883', '0.00730325946798075', '0.00284550505460281', '0.00474865659691694', '0.00186252049542044', '0.00661600746662575', '0.0031206558662987', '0.00224788410779286', '0.00252329619344171', '0.00104322544995484', '0.00363855600161116', '0.00500491582277163', '0.00443313778133651', '0.00235600693914309', '0.0075226079099678', '0.00342257408969386', '0.00961815148653336', '0.00616025681324946', '0.00751957855302366', '0.00594269999109562', '0.00391684489558948', '0.0079103725527931', '0.00631254123698904', '0.00367620171362388', '0.00220966379248943', '0.00472298202614647', '0.00207607930391157', '0.00375854813939095', '0.010211678086943', '0.00519430358322635', '0.00585562960283686', '0.00980387557045123', '0.00807934662430716', '0.008815956948202', '0.00622428442203531', '0.00778581125388053', '0.00678777029835441', '0.00763299058527661', '0.00382351099132033', '0.00860470091517914', '0.00820591549805505', '0.00679434780770354', '0.00642773382421234', '0.00881869734950534', '0.00601639809093899', '0.00622660609101595']"
in000944.jpg,"['0.00477271072820733', '0.00755905353356717', '0.00978293550193487', '0.00714430685302156', '0.00616565556338847', '0.00607640469763686', '0.00266150932675819', '0.00841047146216592', '0.00706158808383682', '0.00278566226516016', '0.00500907280232558', '0.00181930611487338', '0.0065011412746601', '0.0029567567371043', '0.00241297306557607', '0.00243748545832263', '0.00105745814833322', '0.00348077441411775', '0.00509751124456109', '0.00409372327255454', '0.0026178063542445', '0.00741245865436389', '0.00354293325058639', '0.00936088804399601', '0.00624010755626672', '0.00760025773363751', '0.0058059930100514', '0.00378941245329672', '0.00805500232713668', '0.00641282408046353', '0.0036356001085247', '0.00223879543485725', '0.00470783097829832', '0.00203911467141713', '0.00372589539277558', '0.0100040391815518', '0.00507615504952628', '0.00576257590051287', '0.00998582964445849', '0.00802964145167887', '0.00909035727837907', '0.00659749639781889', '0.00772075211024169', '0.00684614034545836', '0.00774297072233262', '0.00376528594437828', '0.00835067613081191', '0.00829518552817819', '0.00685172341401405', '0.00641793636144522', '0.00878017852588905', '0.00598773864722732', '0.00610684182805842']"
in000945.jpg,"['0.00473212595718509', '0.00773384716138126', '0.00964063645127486', '0.00702896926207115', '0.00626272897718031', '0.00605075694695808', '0.00260936580981841', '0.00820678265489568', '0.00728448980646304', '0.00280818145743267', '0.00506876063108434', '0.00178573701448448', '0.00658731212079836', '0.00314763583119481', '0.00216543991603258', '0.00252598268166558', '0.00109403057739558', '0.00334467711993457', '0.0050373326532624', '0.00446230653226396', '0.00224571884340743', '0.00752134337559526', '0.00369844234309633', '0.00957299167559937', '0.0062888349924473', '0.00749494074948389', '0.00571237155638507', '0.00378134230627994', '0.00781136414940692', '0.00633084806849648', '0.00358517137948081', '0.00225509445377255', '0.00471476387220107', '0.00202974122906704', '0.00383346650294396', '0.0100648059535067', '0.00528492775807042', '0.00587056368359387', '0.00994769741040648', '0.008049850471736', '0.00883153645142837', '0.00649187545426059', '0.00775360575477812', '0.00689142689613436', '0.0076027567652442', '0.00382287358063289', '0.0083737028797871', '0.00840972442095817', '0.00682082173569243', '0.0062181148032334', '0.00903843288724868', '0.006042272560238', '0.00608435358055146']"
in000946.jpg,"['0.00467337474543', '0.0078269666008846', '0.00949487657812154', '0.00705738283386064', '0.00611577015228718', '0.00652668403843196', '0.00265244176185864', '0.00796880135787555', '0.00744394240502862', '0.00284679663712585', '0.00449750264040856', '0.00180309619817808', '0.00664337513915997', '0.00292135869620727', '0.00238293412597509', '0.00253813565640089', '0.00107601458975977', '0.00339214124523468', '0.00503784665799207', '0.00429057082761667', '0.00246010183598945', '0.00752722172514382', '0.00367019328432013', '0.00986317274645917', '0.00610631019313176', '0.007598887132081', '0.00567881027420401', '0.00371767914584436', '0.00765464570237274', '0.00623218610684468', '0.00364447046358712', '0.00249999574449618', '0.00446217460531797', '0.00211566351848648', '0.00384504792458113', '0.00990658546276623', '0.00522605480047625', '0.00594966499224239', '0.00983825236123959', '0.00801101167346265', '0.00906127137597401', '0.00637334498469692', '0.00778032211660439', '0.00709926157427938', '0.00739389346971796', '0.00377466916788565', '0.00851027597546975', '0.00830842571983318', '0.00679294909882761', '0.00634835286079629', '0.00885080258872259', '0.00600880366488246', '0.0061959869476998']"
in000947.jpg,"['0.00468573432957432', '0.00770602595242804', '0.00972786613934416', '0.00705717891306789', '0.00625992090956152', '0.00646926259272884', '0.00260138539316116', '0.00810504705052973', '0.00734270093257947', '0.0027863436749933', '0.00468360197685269', '0.00180737694877976', '0.00650052265481939', '0.00312032061006477', '0.00222503278767319', '0.00244054903481169', '0.00107644189694296', '0.00363118754573522', '0.00488211058961419', '0.00444282309904633', '0.00235497610150857', '0.00760025469791238', '0.00339876711354694', '0.0100649486256055', '0.00604785054485627', '0.00752543960196152', '0.00586423366849396', '0.00369841664365423', '0.00751368381160808', '0.00628437099579049', '0.00365261104431607', '0.00249154720587145', '0.00452589009719459', '0.00210637184248793', '0.00382710805387079', '0.00987501550678224', '0.00519934507764522', '0.00597333899331565', '0.00984786381381562', '0.00798873284675654', '0.00914319160539901', '0.00642897894311003', '0.00772344139692241', '0.00658791084381529', '0.00782884172674402', '0.00374827892904017', '0.00843700516312328', '0.00829021427996311', '0.00681737034676573', '0.00642104974567021', '0.0088665865328655', '0.00602636713944857', '0.00630820196099316']"
in000948.jpg,"['0.00481552835372039', '0.00765009421894987', '0.00979777872560341', '0.00703564502140081', '0.00642923914981714', '0.00645209513177583', '0.00263224262539686', '0.0084309036682271', '0.00708629524475371', '0.00277290895330443', '0.0047303889826482', '0.00152225816343732', '0.00657414467076665', '0.00304833753757449', '0.00229030869031611', '0.00246327699102325', '0.00130453537522176', '0.00348745834744099', '0.00499947255737538', '0.00431552975207129', '0.0023701167182331', '0.00752553652236325', '0.00346292754721545', '0.00974144833922556', '0.00607809975653021', '0.00761635381760233', '0.00575852074926595', '0.00369274561270894', '0.00778014147363558', '0.00628149715465214', '0.00365634676063781', '0.00240918525009778', '0.00454233428781983', '0.00207781945068906', '0.00379705064174747', '0.00982027831814198', '0.00525978947241502', '0.00576638663236284', '0.0100726251876207', '0.0080238155283418', '0.00912536539820404', '0.00663760156108142', '0.00777243623749803', '0.00687088248175336', '0.00751825687293172', '0.0038388708759062', '0.00823096399870909', '0.0082765056201687', '0.00685200544933252', '0.00649996766947941', '0.00875545015776788', '0.00605366529715429', '0.00622716185318066']"
in000949.jpg,"['0.00469371691984373', '0.0074395206064521', '0.0100341630198862', '0.00702340756032214', '0.00652770090387169', '0.00616867015443072', '0.00269299057339165', '0.00836421111405856', '0.00710906417297822', '0.00284514700991108', '0.00485522396193346', '0.00170463918628952', '0.00654681114542645', '0.0031302779039644', '0.00222277947606557', '0.00247167533301718', '0.00120088455856009', '0.00341384208238549', '0.00504941329456067', '0.00427504549837741', '0.00238936341595417', '0.00752751592532022', '0.00362746598637509', '0.00971012513853666', '0.00618385858029318', '0.00760402166864403', '0.00546410554896077', '0.00373225868033938', '0.00755487095259148', '0.00612646549380274', '0.00366163113306513', '0.00241804036312242', '0.00455503337641939', '0.00210562286756044', '0.00394239553784664', '0.00956174140469777', '0.00534285847087958', '0.00569440213402714', '0.0100408300869074', '0.00809229743581098', '0.00930779582492268', '0.0063652792881305', '0.0078124765425176', '0.00688225221183878', '0.0074754002981802', '0.00384253173921568', '0.00849092109415869', '0.00823006625220588', '0.00690578313757272', '0.00633646652259994', '0.00895251417016916', '0.00597106983895837', '0.00618240273389516']"
in000950.jpg,"['0.00482511760556485', '0.00745375086592235', '0.00988271136098525', '0.00706233897272995', '0.00635917257023271', '0.00651512690410352', '0.00262950971945499', '0.00800650883293815', '0.00743775616695883', '0.00277616965585005', '0.00463404584423908', '0.00185700300900851', '0.0065368071355306', '0.00314222957757948', '0.00220470918682774', '0.00243436249453893', '0.00103691273505232', '0.0033505737990822', '0.00525949667685502', '0.0042693219148208', '0.00239416790233387', '0.00751821169883167', '0.00353809085391211', '0.00985395665422768', '0.0060552562621931', '0.00697074305210224', '0.00600265529590789', '0.00374029231361378', '0.00732012228874191', '0.00607708667309551', '0.00361831255423767', '0.00247470439354886', '0.00452290000752436', '0.00199964618169096', '0.0040410122675252', '0.00998229761262711', '0.00526188854009843', '0.00595906384856865', '0.00987534322209408', '0.00808167733528767', '0.00895885100720271', '0.0061830030892031', '0.00784896537006027', '0.00665958474671703', '0.00767951243550006', '0.00380889120163153', '0.00864966041835969', '0.00838345308759362', '0.00687777374335283', '0.00626705480610979', '0.00901468951820326', '0.00598657501882738', '0.00609240237115274']"
in000951.jpg,"['0.00478636323067082', '0.00777426894248261', '0.00962455082633266', '0.00706782245504703', '0.00632047326774947', '0.00663701177780202', '0.00266125398786926', '0.00826768380835349', '0.00720692976113602', '0.00278341901141724', '0.00452113781027106', '0.0017610875797148', '0.00655345454268806', '0.0030274021920567', '0.00229932136841923', '0.00245138321707558', '0.00111119974534877', '0.00365002964197003', '0.00486982275315574', '0.00433178389341931', '0.00248360960109225', '0.00746700317868183', '0.00348479428046869', '0.00991336924711948', '0.00622794851499633', '0.0071117993026846', '0.005708428481762', '0.00387009832284137', '0.00717487631259405', '0.00605812087851967', '0.00361487943979533', '0.00259227556565351', '0.00444615043807323', '0.00206159573125715', '0.0040431099753718', '0.0101731845211111', '0.00512316483812111', '0.00594339753043847', '0.0098394565850407', '0.00807008553978924', '0.0089127758691919', '0.00658504312076622', '0.00784769260028174', '0.00687790979632175', '0.00745792256119699', '0.00387790518365489', '0.00816369716065418', '0.00818904789846243', '0.00682608483704943', '0.0065233564777748', '0.00871540098542799', '0.00606592751639819', '0.00630512380889072']"
in000952.jpg,"['0.00473779431518879', '0.00805401191257901', '0.00939885735852551', '0.00705651298090022', '0.00672003934971187', '0.0063993524628195', '0.00265715572792696', '0.00816708098590006', '0.00731542167742781', '0.00283024130540095', '0.00471695583001007', '0.00178889388664498', '0.00661572068557912', '0.00292740403272276', '0.00237105634305227', '0.00249661882704595', '0.00114425339996436', '0.00369271577582212', '0.00508179587471359', '0.00439957503647498', '0.00245433483252619', '0.00752113845970417', '0.00334321266056162', '0.00913071025369772', '0.00598418151598548', '0.00703080135219893', '0.00534468809889305', '0.0037790466958129', '0.00760224105391514', '0.00598528103042538', '0.00366533909272131', '0.00272883188583305', '0.00430142005986186', '0.00209101194032893', '0.004096824392427', '0.0101917761494104', '0.00519499145214597', '0.00585074089635584', '0.0100147482175748', '0.00798956030629905', '0.00883399264175799', '0.00650480592748537', '0.00775047989473822', '0.00679712363337187', '0.007672820047507', '0.00382789132115686', '0.00839562047863664', '0.00823236478308841', '0.00687807971990794', '0.00648454958447942', '0.00876679285143928', '0.00614550954453454', '0.00617072111619047']"
in000953.jpg,"['0.00474573684862488', '0.00773817785430563', '0.00964367582360473', '0.00704637831666684', '0.00605043127644595', '0.0064881096430041', '0.00266208890357426', '0.00817350581536408', '0.00726653414692507', '0.00287253450321785', '0.00464774486872789', '0.00183816103663236', '0.00656456075913103', '0.00308959022202904', '0.00226315306096984', '0.00242214236929285', '0.0010836487515118', '0.00355280670923454', '0.00529401529443792', '0.00440760582929858', '0.00239499074288561', '0.00747502597753143', '0.00350878282676146', '0.00926736116240482', '0.0057748859592598', '0.00690631053782387', '0.00564367556493944', '0.00346605581073968', '0.00758086229641426', '0.00598370342306223', '0.00368216882189332', '0.00265528442534518', '0.0043823665189754', '0.00210171552557966', '0.00412791399111292', '0.0103037842284419', '0.00507813173900341', '0.00600372758128678', '0.00980509588440001', '0.00800460988277909', '0.00879323517914', '0.00625882159356297', '0.00772449723699442', '0.00693388141780802', '0.00743779123452717', '0.00388337965557591', '0.00850452913919596', '0.00824640935402093', '0.00689805255021174', '0.00635854350999066', '0.008905880683784', '0.00602915982459457', '0.00630505919304445']"
in000954.jpg,"['0.00484502399355469', '0.00796004121588337', '0.00936447853986355', '0.00708056914588399', '0.00618844365794955', '0.00643297767947832', '0.00271248047308414', '0.00820978039078091', '0.00725801538251384', '0.0027954769308067', '0.00467961745999788', '0.0016573768870928', '0.00656912033631186', '0.00292266287942131', '0.00237299627148677', '0.00246581693534889', '0.00115416251977038', '0.00349281077551037', '0.00552766299499108', '0.00425915668715972', '0.00266979667367303', '0.00751196457993445', '0.00353963781677578', '0.00998383955670871', '0.00557986803339891', '0.00723209978981612', '0.00544918172051516', '0.00353294672390686', '0.00694110123587382', '0.00609874969171806', '0.00368743839352984', '0.00276280783043909', '0.004302597246747', '0.00208070028742414', '0.00411322176803283', '0.00968922638151659', '0.005233722340898', '0.005970584078527', '0.0098115846281935', '0.00794778678325382', '0.00926747071943282', '0.00645453556672218', '0.00773183508819474', '0.00690632158865847', '0.00745759911594032', '0.00392073088384521', '0.00834741918999138', '0.00841728166088745', '0.00684326462186529', '0.00630925556550338', '0.00892934228742208', '0.00610129526059543', '0.00604637807938462']"
in000955.jpg,"['0.0047696958500759', '0.00747687058995572', '0.0099312928455661', '0.00702080203615141', '0.0061538054972635', '0.00627887583719461', '0.00270865303365411', '0.00823038368782777', '0.00723022286114547', '0.00278420519047867', '0.00482224279269336', '0.00167586965310738', '0.00659233651848655', '0.00298457324613458', '0.00229162720043073', '0.00250730992746534', '0.00113876399698155', '0.00362432079655934', '0.00543113859606899', '0.00434098581651022', '0.00267307770852891', '0.00743285017588362', '0.00351569543910377', '0.0094169889240037', '0.0056207631714665', '0.00708040280880836', '0.00566974541181902', '0.00368533541721724', '0.00742623638762185', '0.00575938394564309', '0.00364471606936526', '0.00244199830804395', '0.00448366752295785', '0.00207068765007059', '0.00425885989333419', '0.00973963067106368', '0.00523942900314545', '0.00568426354966478', '0.00998328653680433', '0.00810921201604096', '0.00922150847728846', '0.00614981937524845', '0.00776360629718649', '0.00676620264748367', '0.00764851916580967', '0.00387010961365278', '0.00864609004870203', '0.00823632524461157', '0.00685590814232746', '0.00620547095473691', '0.00897293611328699', '0.00601669138060291', '0.00621711368836317']"
in000956.jpg,"['0.00477548265624016', '0.00723904332232361', '0.0101483114280628', '0.00703429978730365', '0.00607018923739828', '0.00638952225752306', '0.00265430959425857', '0.00798406468664875', '0.00743945102970134', '0.00279162403503302', '0.00468960832076838', '0.00169064227202157', '0.00662476272765062', '0.00307030291910219', '0.00221023653555412', '0.00251515911783314', '0.0011582340456748', '0.00347708848460048', '0.00576998984040915', '0.00432223480788026', '0.00262354326246331', '0.00736914843131113', '0.0035350926609889', '0.00962831736572556', '0.0054139671883923', '0.0071993212709367', '0.00540147589428817', '0.00395974748690254', '0.00719179793235853', '0.00588661812229379', '0.00367038141936632', '0.00262310325311596', '0.00427703140075427', '0.0021385644954376', '0.00413747662913652', '0.0100531410690641', '0.00534976395597584', '0.00596768820387046', '0.00977251472266896', '0.00797028339458626', '0.00881775409591066', '0.00653631193632024', '0.00764555994055525', '0.00688181635535953', '0.00749962167787958', '0.00377483508085679', '0.00838359716231835', '0.00838501115801738', '0.00688697504916588', '0.00649790369874816', '0.00869845150661138', '0.00608710821874936', '0.00605684760775914']"
in000957.jpg,"['0.00488504067217934', '0.00754318577324865', '0.00974142635450907', '0.00716353524552359', '0.00612772441067535', '0.00613973294799489', '0.0026443593083236', '0.00848693367436444', '0.00699475566570971', '0.00271962319819307', '0.00496079326677117', '0.00179798013753761', '0.00657168966413236', '0.0031511045948577', '0.00219550071376347', '0.00249643699282711', '0.0011064435387077', '0.00353466500385133', '0.00568782142414581', '0.00430011082785257', '0.00260862059220138', '0.0073163340777932', '0.00355225442889315', '0.0097621883038831', '0.00549676174721543', '0.0075139213455585', '0.00521270519625571', '0.00414023111191821', '0.00704251413647134', '0.00614382780738076', '0.00361588723155568', '0.00255728929203822', '0.00430299918940256', '0.00206926215638462', '0.00390053902086369', '0.0099867228279882', '0.00529688908025742', '0.00579272815487242', '0.0100113386070035', '0.0079663001979117', '0.00891214086933399', '0.00636570042547102', '0.00772361719524101', '0.00690611734835623', '0.00756208191000874', '0.00375591713859894', '0.00850026964209775', '0.00825273627389938', '0.00678043506415383', '0.00639988158591403', '0.00880557890545562', '0.00618915461007437', '0.00618584642538362']"
in000958.jpg,"['0.00483040009180654', '0.0075562406775169', '0.0098048442268181', '0.00710272881002659', '0.00617099697828272', '0.00643638605921607', '0.00266532005220211', '0.00776527133093936', '0.00760797367134697', '0.00291720263895307', '0.00457639055923965', '0.00189570991245537', '0.00653002634541018', '0.00314890826944107', '0.0022412974455227', '0.00246821698340596', '0.00103018079311098', '0.00361500829519999', '0.00572610245941589', '0.00451774490101681', '0.00253529876934367', '0.00732872008349057', '0.00348180895790402', '0.00962526154243226', '0.00554526727705572', '0.00742462021117745', '0.00525384633013187', '0.00420614193557943', '0.00715865640012286', '0.00614524928059595', '0.00359455563218278', '0.00265733105954661', '0.00425037528058798', '0.00207263669094966', '0.00390761125650404', '0.0102238413428626', '0.00502992885931463', '0.00598574265038247', '0.00987413457032026', '0.00788496689053099', '0.00891327934179168', '0.00643490291961605', '0.00767549744939053', '0.00679717567591021', '0.00769478528022508', '0.00377701249062697', '0.00854712963464321', '0.00820354087374954', '0.00690650298935931', '0.00634218554901221', '0.00890604072609857', '0.00601271767044892', '0.00628454358992552']"
in000959.jpg,"['0.0047212244513104', '0.00764458926149599', '0.00983252933256288', '0.00706009723423171', '0.00630005495433054', '0.00638038895059636', '0.00266011252964125', '0.00770856107787009', '0.00773435427410855', '0.00280017408981384', '0.00477381269083837', '0.00171707512040469', '0.00664153869980146', '0.00311075397447061', '0.00218608661290108', '0.00252715686338344', '0.00116229986204664', '0.00349262749976997', '0.0058396730239752', '0.00459899293038338', '0.00248838218122118', '0.00738053497050649', '0.00363295969310266', '0.00876640679180962', '0.00561991347072634', '0.00737053004476348', '0.00514811117140864', '0.00420418231695931', '0.00775516153227451', '0.00616513568465671', '0.00364607864452667', '0.00260941283862376', '0.00429868370636075', '0.00211121152917061', '0.00388768829716437', '0.00976863864856397', '0.0052518620795056', '0.00573306269981173', '0.0101355526189369', '0.00798339692057555', '0.00919565552704145', '0.00641126533449889', '0.00776490044809791', '0.00655688043997479', '0.00786636166756984', '0.00378593104118787', '0.00852830830805316', '0.0081525407026284', '0.00682830545647685', '0.00639592663603614', '0.00877979351666299', '0.00614109561099791', '0.00620332095429927']"
in000960.jpg,"['0.00478803029770774', '0.00764288119667963', '0.0096695754435779', '0.00717100809558199', '0.00627306873198408', '0.00627082712411603', '0.00272598806505286', '0.00797060065131601', '0.00738868963162464', '0.0028392481905544', '0.00475569023070992', '0.00179564011239021', '0.00661418046508525', '0.00319999269607299', '0.00213146040050266', '0.00253063248683561', '0.00109053571214487', '0.00374987262286603', '0.00582620275745484', '0.00464295653393815', '0.00253383922149754', '0.00732007903578466', '0.00357604937336061', '0.00899207931426717', '0.00543358559315499', '0.00748788909725398', '0.00514090585320562', '0.00405852711369825', '0.00766115162751407', '0.00593302025104488', '0.0036700911019659', '0.00267528840425485', '0.00426579688980906', '0.0021363428036349', '0.00408681888660783', '0.0101550369188676', '0.00519311796801035', '0.00571983226946537', '0.00998045168193066', '0.00809089380897668', '0.00887480403272712', '0.00621926057166642', '0.0077890495010837', '0.00706721903074926', '0.00731134393153411', '0.00389739443602926', '0.00864126732283208', '0.00821401004417171', '0.00678531212857307', '0.0065124009876356', '0.00869967810004962', '0.00610885669625873', '0.00613510102538849']"
